CreditScore,Age,Tenure,HasCrCard,IsActiveMember,EstimatedSalary,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,Total_Products_More Than 2 Products,Total_Products_One product,Total_Products_Two Products,Account_Balance_More Than zero Balance,Account_Balance_Zero Balance,label
491,3.58351893845611,0,1,1,103934.12,1,0,0,1,0,0,1,0,1,0,0
656,3.8501476017100584,1,1,1,197961.93,0,0,1,0,1,0,0,1,0,1,0
752,3.871201010907891,5,1,0,156618.38,0,0,1,0,1,0,1,0,1,0,1
724,3.4011973816621555,7,1,0,15216.53,0,1,0,0,1,0,1,0,1,0,0
604,4.2626798770413155,10,1,1,129984.2,0,0,1,1,0,0,0,1,0,1,0
684,3.2188758248682006,1,0,1,144978.47,1,0,0,1,0,0,0,1,0,1,0
780,3.6109179126442243,3,0,0,182156.81,1,0,0,1,0,0,0,1,0,1,1
588,3.4011973816621555,0,1,0,5790.9,0,1,0,1,0,0,1,0,1,0,1
573,3.8501476017100584,4,0,1,164038.07,0,1,0,1,0,0,1,0,1,0,1
716,3.5553480614894135,4,1,0,134132.65,1,0,0,0,1,0,1,0,1,0,0
537,3.6109179126442243,3,1,1,20603.32,1,0,0,0,1,0,0,1,0,1,0
673,4.174387269895637,0,1,1,85733.33,1,0,0,0,1,0,1,0,0,1,0
614,3.6109179126442243,9,1,1,62023.1,0,0,1,1,0,0,0,1,0,1,0
602,4.02535169073515,3,1,0,4176.17,1,0,0,1,0,1,0,0,1,0,1
622,3.4011973816621555,2,1,0,142342.55,1,0,0,1,0,1,0,0,1,0,1
646,3.6888794541139363,5,1,1,179473.26,1,0,0,0,1,0,0,1,1,0,0
720,3.5263605246161616,3,1,1,77047.78,0,0,1,0,1,0,0,1,0,1,0
768,3.8918202981106265,1,1,0,102397.22,0,1,0,0,1,0,1,0,1,0,1
594,3.6375861597263857,4,0,0,186884.04,1,0,0,0,1,0,0,1,0,1,0
599,3.8918202981106265,2,1,0,111190.53,0,0,1,1,0,0,0,1,0,1,0
656,4.31748811353631,3,1,1,1276.87,1,0,0,1,0,0,0,1,0,1,0
685,3.7612001156935624,6,0,0,68701.73,0,0,1,1,0,0,1,0,1,0,0
640,4.31748811353631,1,0,1,113428.77,0,1,0,1,0,0,0,1,1,0,0
600,3.5263605246161616,0,0,1,3756.23,1,0,0,0,1,0,0,1,0,1,0
583,3.258096538021482,10,1,0,96792.15,0,1,0,1,0,0,0,1,1,0,0
687,3.258096538021482,6,1,1,32909.13,1,0,0,1,0,0,0,1,0,1,0
639,3.295836866004329,2,0,0,125244.18,1,0,0,1,0,0,0,1,0,1,0
688,3.4657359027997265,5,0,1,177607.77,1,0,0,1,0,0,0,1,0,1,0
676,3.58351893845611,3,1,1,95393.43,1,0,0,1,0,0,1,0,1,0,0
707,3.4339872044851463,2,0,0,91423.69,1,0,0,1,0,0,0,1,1,0,0
827,3.828641396489095,1,1,1,13460.27,0,0,1,0,1,0,1,0,1,0,0
648,3.970291913552122,6,1,1,121542.29,0,0,1,1,0,0,1,0,1,0,0
652,3.713572066704308,9,1,0,178373.93,0,1,0,0,1,0,1,0,1,0,0
559,3.6635616461296463,2,1,1,121151.1,0,0,1,1,0,0,0,1,0,1,0
627,3.5553480614894135,7,1,0,187718.26,0,0,1,1,0,0,1,0,0,1,0
537,3.6109179126442243,6,1,1,17802.42,1,0,0,0,1,0,1,0,0,1,0
625,3.6109179126442243,7,1,0,48486.25,1,0,0,1,0,0,1,0,1,0,0
801,4.060443010546419,1,1,1,30484.19,0,0,1,0,1,0,0,1,1,0,0
657,3.4011973816621555,1,1,1,23317.88,0,1,0,0,1,0,0,1,1,0,0
649,3.58351893845611,8,0,1,109179.89,1,0,0,1,0,0,0,1,0,1,0
658,3.367295829986474,4,1,1,20612.82,1,0,0,0,1,0,1,0,1,0,0
678,3.4339872044851463,2,1,1,58803.28,1,0,0,0,1,0,0,1,0,1,0
778,3.4965075614664802,1,1,0,85439.73,1,0,0,0,1,0,0,1,0,1,0
504,3.4657359027997265,8,0,0,16281.94,1,0,0,1,0,0,1,0,1,0,0
693,3.6888794541139363,4,1,1,101918.96,1,0,0,0,1,0,1,0,1,0,0
689,3.8501476017100584,1,1,0,156878.42,1,0,0,0,1,1,0,0,1,0,1
756,3.367295829986474,2,1,0,4888.91,0,0,1,0,1,0,0,1,1,0,0
689,3.6635616461296463,7,0,0,14917.09,1,0,0,0,1,0,0,1,0,1,0
838,3.4339872044851463,2,1,0,8222.96,1,0,0,0,1,0,0,1,0,1,0
740,3.58351893845611,7,1,1,13177.4,1,0,0,0,1,0,1,0,0,1,0
605,3.8501476017100584,7,1,0,189310.27,0,0,1,0,1,0,1,0,1,0,0
785,3.58351893845611,2,0,1,61811.1,1,0,0,0,1,0,1,0,0,1,0
771,3.1354942159291497,7,1,0,72990.62,1,0,0,1,0,0,1,0,1,0,0
678,3.6375861597263857,3,1,0,66561.6,1,0,0,0,1,0,0,1,0,1,0
638,3.1780538303479458,1,0,1,162597.15,1,0,0,0,1,0,0,1,0,1,0
553,3.295836866004329,3,0,0,159800.16,1,0,0,1,0,0,0,1,0,1,0
657,3.912023005428146,9,0,0,37171.46,1,0,0,0,1,0,0,1,0,1,0
614,2.9444389791664403,5,1,0,122823.34,1,0,0,1,0,0,0,1,1,0,0
620,3.044522437723423,9,0,0,154882.79,0,0,1,0,1,0,0,1,0,1,0
582,3.9512437185814275,2,0,1,40893.61,1,0,0,0,1,0,1,0,1,0,0
714,3.828641396489095,1,1,0,152167.79,1,0,0,0,1,0,1,0,0,1,1
631,3.828641396489095,9,0,1,93503.02,0,0,1,0,1,0,1,0,1,0,0
736,3.912023005428146,9,1,0,185360.4,0,1,0,0,1,0,1,0,1,0,1
651,3.332204510175204,7,1,0,823.96,1,0,0,0,1,0,0,1,0,1,0
541,3.6109179126442243,9,1,1,73551.44,1,0,0,0,1,0,1,0,1,0,0
623,3.1780538303479458,7,1,1,109470.34,1,0,0,1,0,0,0,1,1,0,0
468,3.828641396489095,7,1,0,10958.18,1,0,0,0,1,0,1,0,1,0,0
471,3.7376696182833684,3,1,0,190531.77,1,0,0,0,1,0,1,0,1,0,0
674,3.784189633918261,3,1,0,73731.32,0,1,0,0,1,0,1,0,1,0,0
521,3.091042453358316,5,1,1,99828.45,1,0,0,0,1,0,0,1,0,1,0
598,3.6635616461296463,1,1,0,159130.32,0,0,1,0,1,0,0,1,0,1,0
750,3.58351893845611,6,1,1,59816.41,0,0,1,1,0,0,0,1,0,1,0
749,3.4965075614664802,10,0,1,30396.43,0,1,0,1,0,0,1,0,1,0,0
775,3.6888794541139363,9,1,0,70196.57,1,0,0,0,1,0,1,0,1,0,0
633,3.784189633918261,7,1,0,29761.29,1,0,0,1,0,0,0,1,0,1,0
670,3.58351893845611,2,0,0,38614.69,0,1,0,1,0,0,0,1,1,0,0
663,3.4965075614664802,9,0,0,91514.62,0,0,1,0,1,0,0,1,0,1,0
718,3.6635616461296463,6,0,1,63889.1,0,0,1,0,1,0,0,1,0,1,0
631,3.4339872044851463,8,1,0,190067.12,1,0,0,1,0,0,1,0,1,0,0
804,3.912023005428146,4,1,1,8546.87,1,0,0,1,0,0,1,0,0,1,1
690,3.6635616461296463,6,1,0,160532.88,1,0,0,0,1,0,0,1,0,1,0
655,3.58351893845611,2,1,1,87816.86,1,0,0,1,0,0,1,0,1,0,0
617,4.060443010546419,3,1,0,35199.24,0,1,0,1,0,0,0,1,1,0,1
417,3.5263605246161616,7,1,0,55003.79,1,0,0,0,1,0,0,1,0,1,0
487,3.828641396489095,4,1,1,44244.49,0,1,0,1,0,0,0,1,1,0,1
582,3.828641396489095,8,1,0,44506.09,0,0,1,1,0,0,1,0,1,0,1
597,3.332204510175204,0,1,0,127233.39,1,0,0,1,0,0,1,0,1,0,0
690,3.4011973816621555,5,0,1,78700.03,0,0,1,1,0,0,0,1,0,1,0
687,3.784189633918261,7,1,0,155853.52,0,0,1,1,0,1,0,0,0,1,1
745,3.828641396489095,2,1,1,118024.1,1,0,0,0,1,0,1,0,1,0,0
708,3.9889840465642745,8,0,1,125311.17,0,1,0,1,0,0,1,0,1,0,1
569,3.5263605246161616,6,0,0,196555.32,0,0,1,1,0,0,1,0,1,0,0
583,3.6375861597263857,8,1,0,47848.56,1,0,0,0,1,0,1,0,0,1,0
757,3.784189633918261,5,1,0,158735.1,0,0,1,0,1,0,0,1,1,0,0
513,3.871201010907891,2,1,1,114709.13,0,0,1,0,1,0,1,0,0,1,1
573,3.4965075614664802,0,1,0,137476.71,1,0,0,1,0,0,1,0,1,0,0
850,3.6109179126442243,9,0,0,100101.06,1,0,0,1,0,0,1,0,0,1,0
550,3.7376696182833684,10,1,0,63092.65,0,1,0,1,0,0,1,0,1,0,1
753,4.5217885770490405,3,0,1,195563.99,1,0,0,0,1,0,1,0,1,0,0
581,3.6888794541139363,0,0,1,7926.35,0,1,0,0,1,0,1,0,1,0,1
528,3.5553480614894135,3,1,0,199320.77,1,0,0,0,1,0,1,0,1,0,0
582,3.4657359027997265,1,0,1,152790.92,1,0,0,1,0,0,1,0,1,0,0
500,3.6109179126442243,9,1,0,111698.0,0,0,1,0,1,0,1,0,1,0,0
752,3.58351893845611,1,1,1,105280.55,1,0,0,1,0,0,1,0,1,0,0
525,4.04305126783455,2,1,1,64448.36,0,0,1,1,0,0,1,0,1,0,0
611,3.7612001156935624,8,1,0,114996.33,1,0,0,1,0,0,1,0,1,0,0
738,3.6375861597263857,5,0,1,19233.41,0,0,1,0,1,0,1,0,1,0,0
749,3.5263605246161616,2,0,0,174189.04,0,0,1,0,1,0,1,0,0,1,1
784,3.6375861597263857,1,1,1,171768.76,0,1,0,0,1,0,1,0,1,0,0
516,3.828641396489095,1,1,0,115789.25,1,0,0,1,0,0,1,0,1,0,1
499,3.970291913552122,1,0,0,144849.1,0,0,1,1,0,0,0,1,1,0,1
794,3.332204510175204,5,0,1,86699.98,0,0,1,1,0,0,0,1,0,1,0
530,3.091042453358316,7,1,0,104170.48,0,0,1,1,0,0,0,1,0,1,0
575,3.58351893845611,1,0,1,94570.56,1,0,0,0,1,0,1,0,0,1,0
646,3.4965075614664802,2,0,0,198208.0,1,0,0,1,0,0,0,1,0,1,0
776,3.5553480614894135,8,1,1,148527.56,0,0,1,0,1,0,1,0,1,0,0
601,3.7612001156935624,3,1,1,111249.62,0,1,0,0,1,0,0,1,1,0,0
829,3.58351893845611,4,1,0,90106.94,0,1,0,0,1,0,0,1,1,0,0
738,3.5553480614894135,3,1,1,15650.73,0,0,1,0,1,0,1,0,0,1,0
779,3.1780538303479458,10,1,0,43705.56,0,1,0,1,0,0,0,1,1,0,0
616,3.8066624897703196,3,0,1,64327.26,0,1,0,0,1,0,0,1,1,0,0
793,3.9512437185814275,2,1,0,159123.82,0,0,1,0,1,0,1,0,0,1,1
571,3.4965075614664802,9,0,1,77519.62,1,0,0,1,0,0,0,1,0,1,0
770,3.1780538303479458,9,1,0,167256.35,1,0,0,0,1,0,1,0,1,0,0
755,3.713572066704308,6,1,0,126013.58,1,0,0,0,1,0,1,0,1,0,1
626,3.6109179126442243,2,1,0,148689.65,1,0,0,1,0,0,0,1,1,0,0
533,3.7612001156935624,4,0,1,12537.42,0,1,0,0,1,0,0,1,1,0,0
786,3.5553480614894135,3,1,0,92712.97,1,0,0,0,1,0,0,1,0,1,0
706,4.219507705176107,4,1,1,28601.68,0,0,1,0,1,0,1,0,1,0,0
582,3.367295829986474,4,0,0,156153.27,1,0,0,0,1,0,0,1,0,1,0
640,3.6635616461296463,9,0,1,6981.43,0,1,0,0,1,1,0,0,1,0,1
645,3.044522437723423,1,0,0,28726.07,0,0,1,1,0,0,0,1,0,1,0
850,3.2188758248682006,8,1,0,87834.24,0,1,0,1,0,0,0,1,1,0,0
580,3.8066624897703196,2,1,1,169303.65,0,1,0,0,1,0,0,1,1,0,0
673,3.7612001156935624,5,1,1,146992.24,1,0,0,1,0,0,1,0,1,0,1
497,3.6109179126442243,8,1,1,163641.53,0,0,1,0,1,0,0,1,1,0,0
692,3.4965075614664802,9,1,0,113505.93,1,0,0,0,1,0,1,0,0,1,1
699,3.258096538021482,6,0,0,150242.44,0,0,1,0,1,0,1,0,1,0,0
665,3.6375861597263857,9,0,1,87412.74,0,0,1,0,1,0,1,0,0,1,0
742,3.7612001156935624,6,0,1,60920.03,0,1,0,1,0,0,1,0,1,0,1
624,3.58351893845611,10,0,1,186180.42,0,0,1,1,0,0,0,1,0,1,0
684,3.5263605246161616,9,1,1,65257.57,1,0,0,0,1,0,0,1,0,1,0
748,3.58351893845611,4,1,0,82158.14,0,0,1,0,1,0,1,0,1,0,0
847,3.713572066704308,3,1,0,16025.17,0,1,0,1,0,1,0,0,1,0,1
568,3.828641396489095,3,1,1,29372.62,0,0,1,1,0,0,0,1,0,1,0
553,3.7376696182833684,7,1,0,7680.23,0,0,1,0,1,0,0,1,0,1,0
737,3.9889840465642745,9,1,0,83470.4,1,0,0,0,1,0,1,0,0,1,1
675,3.4339872044851463,2,1,0,60270.87,0,0,1,0,1,0,0,1,1,0,0
753,3.784189633918261,3,1,0,15523.09,0,1,0,0,1,0,1,0,1,0,1
634,3.295836866004329,3,1,0,173425.68,0,1,0,0,1,0,1,0,1,0,0
730,4.127134385045092,2,1,1,186489.95,0,0,1,0,1,0,0,1,0,1,0
738,3.258096538021482,9,1,1,48644.94,1,0,0,0,1,0,0,1,0,1,0
830,3.6888794541139363,4,0,1,81622.52,0,0,1,0,1,0,0,1,0,1,0
743,3.6635616461296463,3,0,1,26136.13,0,1,0,0,1,0,1,0,1,0,0
562,3.5553480614894135,3,0,1,177112.7,0,1,0,0,1,0,1,0,1,0,0
564,3.713572066704308,9,1,1,34338.21,0,1,0,0,1,0,0,1,1,0,0
620,3.4339872044851463,2,1,1,135171.6,0,0,1,0,1,0,0,1,1,0,0
767,3.7612001156935624,1,1,0,77837.63,1,0,0,0,1,0,0,1,1,0,0
695,3.58351893845611,6,1,0,118120.88,1,0,0,0,1,0,0,1,1,0,0
628,3.4339872044851463,5,0,0,147963.07,1,0,0,1,0,0,1,0,0,1,1
577,3.6635616461296463,10,1,0,10553.31,1,0,0,1,0,0,0,1,0,1,0
686,3.713572066704308,7,0,1,132374.41,1,0,0,1,0,0,0,1,1,0,0
456,3.4657359027997265,9,1,1,125167.92,0,1,0,0,1,0,1,0,1,0,0
593,3.295836866004329,10,0,0,94620.0,0,0,1,0,1,1,0,0,0,1,1
660,4.110873864173311,5,1,1,158338.39,0,0,1,1,0,0,1,0,1,0,0
736,3.2188758248682006,9,1,0,136497.28,0,1,0,1,0,0,0,1,1,0,0
807,3.4339872044851463,1,1,1,194257.11,0,1,0,1,0,1,0,0,1,0,0
781,3.367295829986474,9,0,0,172097.4,1,0,0,0,1,0,0,1,0,1,0
609,3.5263605246161616,7,1,0,46266.63,0,0,1,0,1,0,0,1,1,0,0
499,3.58351893845611,5,1,0,174918.46,0,1,0,0,1,0,0,1,1,0,0
551,3.295836866004329,2,1,1,85129.77,0,0,1,0,1,0,1,0,1,0,1
765,3.912023005428146,9,1,1,79579.94,1,0,0,1,0,0,1,0,1,0,1
799,3.091042453358316,8,0,1,192633.85,1,0,0,1,0,0,0,1,1,0,0
610,3.5263605246161616,0,0,0,125646.82,1,0,0,0,1,0,1,0,1,0,0
751,3.367295829986474,3,1,0,39934.41,1,0,0,0,1,0,1,0,1,0,0
666,3.4339872044851463,2,0,0,4050.57,1,0,0,1,0,0,1,0,1,0,0
681,2.8903717578961645,1,1,1,9596.4,1,0,0,1,0,0,1,0,1,0,0
595,3.6635616461296463,9,1,1,151757.81,1,0,0,1,0,0,1,0,1,0,0
616,3.7612001156935624,3,1,0,18761.92,0,0,1,1,0,0,1,0,1,0,1
786,3.4657359027997265,2,0,0,79602.86,1,0,0,0,1,0,0,1,1,0,0
682,3.58351893845611,5,1,0,36895.99,0,1,0,0,1,0,0,1,1,0,0
673,3.8501476017100584,1,0,0,108762.16,1,0,0,0,1,0,0,1,0,1,0
655,3.1780538303479458,9,1,1,51959.82,1,0,0,0,1,0,1,0,1,0,0
697,3.367295829986474,0,0,0,141798.98,0,1,0,0,1,0,1,0,1,0,0
674,3.044522437723423,9,1,1,33964.03,1,0,0,1,0,0,0,1,1,0,0
649,4.248495242049359,9,0,1,107125.79,0,1,0,0,1,0,0,1,1,0,0
796,3.6888794541139363,2,1,1,46415.09,0,1,0,0,1,0,0,1,1,0,0
714,3.58351893845611,1,1,1,447.73,0,1,0,1,0,0,0,1,1,0,0
701,3.6109179126442243,1,1,0,163457.55,1,0,0,0,1,0,0,1,0,1,0
636,3.367295829986474,6,1,1,101102.39,0,0,1,1,0,0,0,1,1,0,0
797,3.8066624897703196,8,0,0,125110.02,1,0,0,0,1,0,1,0,0,1,0
603,3.871201010907891,5,1,0,100478.6,1,0,0,1,0,0,1,0,0,1,1
569,3.7612001156935624,8,0,1,178187.28,0,0,1,0,1,0,0,1,1,0,0
699,3.9318256327243257,2,0,1,91346.03,0,1,0,1,0,0,0,1,1,0,0
767,3.5553480614894135,9,1,0,39511.61,1,0,0,1,0,0,0,1,0,1,0
756,3.5263605246161616,2,0,0,194584.48,0,1,0,1,0,0,1,0,1,0,0
826,4.02535169073515,8,0,1,161802.82,0,0,1,1,0,0,0,1,1,0,1
544,3.4011973816621555,8,1,1,80676.83,0,0,1,0,1,0,1,0,1,0,0
635,3.784189633918261,2,0,1,113291.75,0,1,0,1,0,0,0,1,1,0,0
567,3.5263605246161616,10,0,1,161571.79,0,0,1,0,1,0,0,1,0,1,0
789,3.6109179126442243,6,1,1,71121.04,0,1,0,1,0,0,1,0,1,0,1
763,3.6109179126442243,6,1,1,149705.25,0,0,1,1,0,0,0,1,0,1,0
766,3.332204510175204,4,0,1,21597.2,0,1,0,1,0,0,1,0,1,0,0
581,3.912023005428146,4,1,1,80701.72,0,0,1,1,0,0,0,1,0,1,0
720,4.04305126783455,1,0,0,27145.73,0,1,0,1,0,1,0,0,1,0,1
773,3.4965075614664802,10,1,1,98820.09,0,0,1,1,0,0,1,0,0,1,0
681,3.367295829986474,8,1,0,66367.33,1,0,0,0,1,0,1,0,0,1,0
659,3.367295829986474,9,1,1,84133.48,0,1,0,0,1,0,1,0,1,0,0
735,3.044522437723423,1,1,0,22388.0,1,0,0,1,0,0,0,1,1,0,0
794,3.6375861597263857,9,1,0,23596.24,0,0,1,0,1,0,1,0,1,0,0
748,3.8066624897703196,2,0,0,73853.94,0,1,0,0,1,0,1,0,1,0,1
619,4.04305126783455,3,1,1,72467.99,0,1,0,0,1,0,1,0,1,0,1
602,3.2188758248682006,0,1,1,101274.17,1,0,0,1,0,0,0,1,0,1,0
633,3.6375861597263857,2,1,1,107673.35,1,0,0,0,1,0,0,1,1,0,0
541,3.4657359027997265,8,0,0,40889.14,1,0,0,0,1,0,0,1,0,1,0
434,4.2626798770413155,9,1,0,125848.88,0,1,0,0,1,0,1,0,1,0,0
642,3.6888794541139363,8,1,0,52827.51,1,0,0,0,1,0,1,0,1,0,0
592,3.6375861597263857,8,0,1,19370.73,1,0,0,1,0,0,0,1,1,0,0
662,3.6375861597263857,4,1,0,136259.65,0,0,1,0,1,0,0,1,0,1,0
571,3.5553480614894135,8,0,0,84569.13,1,0,0,1,0,0,0,1,0,1,0
503,3.332204510175204,5,1,0,125918.17,1,0,0,1,0,0,0,1,0,1,0
520,3.6375861597263857,4,1,0,56388.63,1,0,0,1,0,0,0,1,0,1,0
555,3.258096538021482,9,0,1,158918.03,0,0,1,1,0,0,0,1,0,1,0
642,4.276666119016055,1,1,1,142223.94,1,0,0,0,1,0,0,1,1,0,0
619,3.6375861597263857,1,1,0,112442.63,0,0,1,1,0,0,1,0,0,1,1
712,3.7612001156935624,1,0,1,90905.26,0,1,0,0,1,0,0,1,1,0,0
850,3.8918202981106265,5,0,1,59748.19,1,0,0,0,1,0,1,0,1,0,0
452,3.4011973816621555,7,1,1,99017.34,1,0,0,0,1,0,1,0,1,0,0
611,3.6888794541139363,7,1,0,10109.47,0,1,0,1,0,0,0,1,1,0,0
811,3.8066624897703196,5,1,1,146123.19,1,0,0,1,0,0,0,1,0,1,0
717,3.6375861597263857,7,1,1,158580.05,1,0,0,0,1,0,0,1,0,1,0
591,3.7612001156935624,3,0,1,198926.36,1,0,0,0,1,0,0,1,0,1,0
549,3.5263605246161616,6,1,0,109538.35,0,1,0,0,1,0,0,1,1,0,0
703,3.784189633918261,6,1,0,151516.7,1,0,0,0,1,0,1,0,1,0,0
622,3.5263605246161616,7,1,0,138906.85,0,1,0,1,0,0,1,0,1,0,1
487,3.5263605246161616,2,0,0,9085.0,1,0,0,1,0,0,1,0,1,0,0
850,3.5263605246161616,6,1,0,33501.98,1,0,0,1,0,0,1,0,1,0,0
622,3.4339872044851463,7,1,0,35408.77,1,0,0,0,1,0,1,0,0,1,0
563,3.784189633918261,7,1,1,197812.16,0,1,0,0,1,0,0,1,1,0,0
619,3.5553480614894135,8,1,0,65682.93,1,0,0,1,0,0,1,0,1,0,0
613,4.07753744390572,8,0,0,27965.0,0,1,0,0,1,0,1,0,1,0,1
480,3.6635616461296463,5,1,1,82438.13,0,0,1,0,1,0,1,0,1,0,0
706,3.4657359027997265,6,1,1,146949.74,1,0,0,0,1,0,1,0,1,0,0
728,3.6109179126442243,4,0,0,4539.38,0,0,1,1,0,0,1,0,0,1,0
731,3.4011973816621555,7,0,1,143086.09,1,0,0,0,1,0,0,1,0,1,0
692,3.8918202981106265,9,1,0,178342.63,0,0,1,1,0,0,0,1,0,1,0
756,3.6888794541139363,1,1,0,114279.63,1,0,0,0,1,0,1,0,1,0,0
638,4.04305126783455,6,1,0,33676.48,1,0,0,0,1,0,1,0,0,1,1
625,3.332204510175204,3,0,0,183646.41,1,0,0,1,0,0,1,0,0,1,0
793,3.6635616461296463,3,0,0,83997.79,1,0,0,0,1,0,1,0,1,0,0
449,3.4339872044851463,1,0,0,82796.29,0,0,1,1,0,0,1,0,1,0,0
512,3.58351893845611,0,1,0,53020.9,1,0,0,0,1,0,1,0,1,0,0
737,3.4657359027997265,7,0,1,189402.71,1,0,0,1,0,0,0,1,1,0,0
718,3.367295829986474,3,0,1,134462.29,1,0,0,1,0,0,1,0,0,1,0
683,4.04305126783455,5,0,0,9221.78,0,1,0,1,0,0,1,0,1,0,1
651,3.2188758248682006,2,1,0,114566.47,0,1,0,1,0,0,0,1,1,0,0
586,3.9512437185814275,6,1,1,67288.89,1,0,0,1,0,0,1,0,1,0,0
705,3.6888794541139363,3,1,1,109496.69,0,1,0,1,0,0,1,0,1,0,0
602,3.6635616461296463,6,1,0,176614.86,1,0,0,1,0,0,0,1,1,0,1
675,3.6635616461296463,6,0,0,83419.15,1,0,0,1,0,0,0,1,0,1,0
614,3.5553480614894135,2,1,1,31302.35,0,0,1,0,1,0,1,0,1,0,0
793,4.143134726391533,9,1,1,184243.25,1,0,0,1,0,0,1,0,1,0,0
633,3.8501476017100584,0,1,1,6342.84,1,0,0,1,0,0,1,0,0,1,1
759,3.4965075614664802,9,0,0,93541.14,1,0,0,1,0,0,0,1,1,0,0
527,3.6635616461296463,9,1,0,94711.43,0,1,0,1,0,0,0,1,1,0,0
787,3.7376696182833684,10,1,1,79510.37,1,0,0,1,0,0,0,1,1,0,0
670,3.9889840465642745,2,1,1,63213.31,1,0,0,1,0,0,1,0,1,0,0
652,3.871201010907891,8,1,0,77764.37,1,0,0,1,0,0,1,0,1,0,0
598,3.970291913552122,10,1,1,136886.86,0,1,0,0,1,0,1,0,1,0,0
675,3.6635616461296463,7,0,1,36267.21,1,0,0,0,1,0,0,1,0,1,0
634,3.258096538021482,8,1,0,21760.96,1,0,0,0,1,0,1,0,0,1,0
544,3.6109179126442243,2,0,0,135067.02,0,0,1,0,1,0,0,1,0,1,0
768,3.58351893845611,3,0,1,125870.5,1,0,0,1,0,0,1,0,1,0,0
651,3.713572066704308,4,1,1,104876.8,1,0,0,1,0,0,1,0,1,0,0
712,3.4965075614664802,2,1,0,3061.0,1,0,0,0,1,0,1,0,1,0,0
772,3.8501476017100584,9,0,1,17671.78,1,0,0,0,1,0,1,0,1,0,0
590,3.4011973816621555,3,1,0,83090.35,0,0,1,0,1,0,0,1,0,1,0
523,4.143134726391533,6,1,1,119404.63,0,1,0,0,1,0,1,0,1,0,0
707,3.970291913552122,6,1,1,52110.45,0,0,1,1,0,0,1,0,1,0,0
652,3.4339872044851463,3,0,0,155221.05,1,0,0,1,0,1,0,0,1,0,1
443,3.5553480614894135,6,0,0,13946.66,1,0,0,0,1,0,1,0,1,0,0
542,3.5553480614894135,9,1,0,468.94,0,1,0,1,0,0,0,1,1,0,1
675,3.5553480614894135,8,1,1,56642.97,1,0,0,0,1,0,0,1,0,1,0
652,3.6375861597263857,6,1,1,188657.97,0,0,1,1,0,0,0,1,1,0,0
598,4.02535169073515,4,1,1,44251.33,0,0,1,1,0,0,1,0,1,0,0
475,3.4657359027997265,8,1,0,100816.29,1,0,0,1,0,0,1,0,1,0,0
555,3.6888794541139363,10,1,0,170514.21,1,0,0,0,1,0,1,0,1,0,0
511,3.8066624897703196,5,1,0,193160.25,1,0,0,0,1,0,1,0,1,0,1
665,3.6375861597263857,5,1,0,156439.56,1,0,0,1,0,0,0,1,0,1,0
708,2.9444389791664403,7,1,1,4491.77,0,0,1,0,1,0,1,0,1,0,0
435,3.6109179126442243,8,0,1,980.93,0,1,0,0,1,0,1,0,1,0,1
704,3.9889840465642745,6,1,0,145071.33,0,1,0,1,0,1,0,0,1,0,1
622,3.5553480614894135,5,1,0,51112.8,1,0,0,1,0,0,0,1,0,1,0
671,3.5263605246161616,10,1,0,23235.38,0,0,1,1,0,0,1,0,0,1,0
592,3.4339872044851463,7,0,0,43921.36,0,0,1,0,1,0,1,0,1,0,0
592,3.6375861597263857,3,1,1,12905.89,0,0,1,0,1,0,1,0,0,1,1
631,3.713572066704308,0,0,0,87959.83,0,0,1,1,0,0,1,0,0,1,0
676,3.6888794541139363,2,1,0,95181.06,1,0,0,1,0,0,1,0,1,0,1
535,3.6888794541139363,7,1,0,8128.32,0,1,0,0,1,0,1,0,1,0,1
625,3.58351893845611,3,1,0,41295.1,1,0,0,1,0,0,0,1,0,1,1
601,3.9889840465642745,1,1,1,199661.5,0,1,0,1,0,0,0,1,1,0,0
653,3.5263605246161616,5,1,1,52820.13,1,0,0,0,1,0,1,0,1,0,0
466,3.713572066704308,2,1,0,181879.56,0,1,0,0,1,0,0,1,1,0,0
599,3.8066624897703196,10,1,0,132127.69,0,1,0,0,1,0,1,0,1,0,1
668,3.6375861597263857,1,1,1,69370.05,0,0,1,0,1,0,1,0,1,0,0
698,3.295836866004329,7,1,0,111471.55,1,0,0,0,1,0,0,1,0,1,0
788,3.7612001156935624,10,1,1,116111.51,1,0,0,1,0,0,0,1,0,1,0
612,3.5553480614894135,1,1,1,83256.26,0,0,1,0,1,0,1,0,0,1,1
614,3.6888794541139363,6,1,1,20339.79,1,0,0,0,1,0,1,0,0,1,1
718,3.7612001156935624,5,1,0,32999.1,0,1,0,0,1,0,0,1,1,0,0
682,3.871201010907891,9,1,1,49732.9,0,0,1,1,0,0,1,0,1,0,0
611,3.6109179126442243,6,1,0,110782.88,1,0,0,1,0,0,0,1,0,1,0
685,3.5553480614894135,4,1,0,113639.64,0,0,1,0,1,0,1,0,1,0,0
721,3.5553480614894135,6,0,1,3086.89,1,0,0,1,0,0,1,0,1,0,0
554,3.828641396489095,7,0,1,96929.24,0,0,1,1,0,1,0,0,1,0,1
609,3.5263605246161616,1,1,1,181177.9,1,0,0,0,1,0,1,0,0,1,0
658,3.332204510175204,9,1,0,166682.57,0,1,0,1,0,0,1,0,1,0,0
